Category	GTIN	Manufacturer	Model	Merchant Product Code	Product Name	Product Description	Product URL	Product Image URL	availability	Price	condition	title	id	brand	image_link	identifier exists
Fat Burners/Energy	128698	USP Labs		128698	OxyELITE Pro Powder by USP Labs	Key Benefits&nbsp; Boost energy&nbsp; Aids in&nbsp;fat burning Decrease appetite 	http://www.nutritionwarehouse.com.au/product.php?productid=1125	http://www.nutritionwarehouse.com.au/images/T/OxyElite-AUS-image.jpg	out of stock	69.95	new	OxyELITE Pro Powder by USP Labs	1125	USP Labs	http://www.nutritionwarehouse.com.au/images/P/OxyElite-AUS-image.jpg	FALSE
Weight Loss & Diet Supplements/Fat Burners	127658	MRI Muscle Research 		127658	MRI NO2 Ripcuts by MRI Research	Key Benefits&nbsp; Triggers lean mass development through &ldquo;switching on&rdquo; the genes that launch protein synthesis Delivers pure energy and focus without causing a &ldquo;crash&rdquo; 	http://www.nutritionwarehouse.com.au/product.php?productid=1126	http://www.nutritionwarehouse.com.au/images/T/ripcuts.JPG	out of stock	49.95	new	MRI NO2 Ripcuts by MRI Research	1126	MRI Muscle Research 	http://www.nutritionwarehouse.com.au/images/P/ripcuts.JPG	FALSE
Nitric Oxide Supplements	127666	Balance Muscle Technology		127666	N.O. Blast by Balance Muscle Technology	Key Benefits Ultimate pre-workout formula Explosive power and strength Peak ATP - 'the core source of human energy' 	http://www.nutritionwarehouse.com.au/product.php?productid=1129	http://www.nutritionwarehouse.com.au/images/T/2284-1%20NO%20Blast%20750g%20Caffeine%20Free.jpg	out of stock	49.95	new	N.O. Blast by Balance Muscle Technology	1129	Balance Muscle Technology	http://www.nutritionwarehouse.com.au/images/P/2284-1%20NO%20Blast%20750g%20Caffeine%20Free.jpg	FALSE
Protein Bars	128026	Aussie Bodies		128026	Protein FX Lo Carb Mini Bars by Aussie Bodies	 Key Benefits Cut the carbs Ultra-low calorie Only 2g carbohydrate. At a super compact 30g With all the protein and fibre you need to keep hunger at bay &nbsp;	http://www.nutritionwarehouse.com.au/product.php?productid=1130	http://www.nutritionwarehouse.com.au/images/T/Protein-FX-Lo-Carb-Mini-Bars-by-Aussie-Bodies.jpg	in stock	21.95	new	Protein FX Lo Carb Mini Bars by Aussie Bodies	1130	Aussie Bodies	http://www.nutritionwarehouse.com.au/images/P/Protein-FX-Lo-Carb-Mini-Bars-by-Aussie-Bodies.jpg	FALSE
Beta -Alanine Supplements	127656	Genetix Nutrition		127656	Beta Alanine by Genetix Nutrition	Key Benefits Increase strength and endurance Improve energy Reduce and delay muscle fatigue. Important for efficient working of muscles (reduces the acidity) 	http://www.nutritionwarehouse.com.au/product.php?productid=1131	http://www.nutritionwarehouse.com.au/images/T/Beta_Alanine_300G-mockup.jpg	in stock	19.95	new	Beta Alanine by Genetix Nutrition	1131	Genetix Nutrition	http://www.nutritionwarehouse.com.au/images/P/Beta_Alanine_300G-mockup.jpg	FALSE
Omega 3, 6 or 9 - Essential Fatty Acids	127676	Genetix Nutrition		127676	MCT Gold by Genetix Nutrition	Key Benefits More easily digested by the body than other fats Can be used during dieting to enhance a ripped physique Can be used by a hardgainer to add healthy fats to the diet 	http://www.nutritionwarehouse.com.au/product.php?productid=1132	http://www.nutritionwarehouse.com.au/images/T/mct.jpg	out of stock	19.95	new	MCT Gold by Genetix Nutrition	1132	Genetix Nutrition	http://www.nutritionwarehouse.com.au/images/P/mct.jpg	FALSE
Detox	127668	NutraLife		127668	Cranberry 50,000 by Nutra-life	Key Benefits&nbsp; Support a healthy bladder and urinary tract Relieve the pain and burning of cystitis Mask odour associated with urinary incontinence&nbsp; 	http://www.nutritionwarehouse.com.au/product.php?productid=1133	http://www.nutritionwarehouse.com.au/images/T/NutraLifeCranberr.jpg	in stock	44.95	new	Cranberry 50,000 by Nutra-life	1133	NutraLife	http://www.nutritionwarehouse.com.au/images/P/NutraLifeCranberr.jpg	FALSE
Super Foods	130598	Vital Greens		130598	Vital Greens	Key Benefits Maximum absorption and bio-availability of nutrients in this form compared to tablets and capsules Comprehensive, synergistic 76 ingredients Majority of nutrients are food sourced Certified organic ingredients 	http://www.nutritionwarehouse.com.au/product.php?productid=1136	http://www.nutritionwarehouse.com.au/images/T/MPVG1KGDOY.jpg	out of stock	139.95	new	Vital Greens	1136	Vital Greens	http://www.nutritionwarehouse.com.au/images/P/MPVG1KGDOY.jpg	FALSE
Glutamine Supplements	124963	Balance Muscle Technology		124963	L Glutamine By Balance Muscle Technology	Key Benefits Ideal for both athletes and active people Glutamine is the most abundant amino acid in muscle tissue Contributes up to 80% of the free nitrogen found in the body 	http://www.nutritionwarehouse.com.au/product.php?productid=1137	http://www.nutritionwarehouse.com.au/images/T/Pure%20Glutamine%20150g.jpg	in stock	59.95	new	L Glutamine By Balance Muscle Technology	1137	Balance Muscle Technology	http://www.nutritionwarehouse.com.au/images/P/Pure%20Glutamine%20150g.jpg	FALSE
Fat Burners/Energy	SKU12391	Primaforce		SKU12391	Primaforce 5-HTP	 REDUCE CARBOHYDRATE CRAVINGS ENHANCE MOOD CONTROL APPETITE 100MG CAPSULES STRONGEST AVAILABLE&nbsp; SUPERSIZE 120 CAPSULES PER BOTTLE 	http://www.nutritionwarehouse.com.au/product.php?productid=1139	http://www.nutritionwarehouse.com.au/images/T/primaforce_5htp.jpg	out of stock	64.95	new	Primaforce 5-HTP	1139	Primaforce	http://www.nutritionwarehouse.com.au/images/P/primaforce_5htp.jpg	FALSE
Omega 3, 6 or 9 - Essential Fatty Acids	129088	NutraLife		129088	Fish Oil 1500mg Plus Vitamin D by Nutra Life - 50% Higher Omega 3	Key Benefits&nbsp; Temporarily relieve arthritic pain, swelling and stiffness Maintain heart and brain health and normal cholesterol levels in healthy people Support a healthy immune system &nbsp; &nbsp;	http://www.nutritionwarehouse.com.au/product.php?productid=1142	http://www.nutritionwarehouse.com.au/images/T/fishoil1500mgvitamind180c.jpg	in stock	14.95	new	Fish Oil 1500mg Plus Vitamin D by Nutra Life - 50% Higher Omega 3	1142	NutraLife	http://www.nutritionwarehouse.com.au/images/P/fishoil1500mgvitamind180c.jpg	FALSE
Recovery Supplements	127713	Endura Sports		127713	Over Training Formula by Endura Sports	Key Benefits Made up of five ginseng herbs Sparing glycogen and improving stamina Help you perform better every session &nbsp;	http://www.nutritionwarehouse.com.au/product.php?productid=1145	http://www.nutritionwarehouse.com.au/images/T/overtraing%20formula.JPG	in stock	29.95	new	Over Training Formula by Endura Sports	1145	Endura Sports	http://www.nutritionwarehouse.com.au/images/P/overtraing%20formula.JPG	FALSE
Super Foods	2548377500	Alive Naturals		2548377500	Spirulina by alive naturals	Alive Spirulina is best known for its ability to boost the immune system and is an excellent source of protein and vitamin B12, which makes it an excellent addition to the vegetarian diet. Alive Spirulina also contains: vitamin A vitamin E amino acids gammalinoleic acid (GLA) which is a fatty acid that promotes cardiovascular health, potassium calcium magnesium zinc selenium phosphorous iron All of which are easily absorbed. It also contains chlorophyll and phycocyanin which help detoxify the liver. Adding Alive Spirulina to your diet is a very effective way to meet your total nutritional needs providing extra energy and reducing fatigue.	http://www.nutritionwarehouse.com.au/product.php?productid=1147	http://www.nutritionwarehouse.com.au/images/T/spirulina%20web.JPG	out of stock	25.00	new	Spirulina by alive naturals	1147	Alive Naturals	http://www.nutritionwarehouse.com.au/images/P/spirulina%20web.JPG	FALSE
Creatine Supplements	127719	Gaspari Nutrition		127719	SizeOn Maximum Performance by Gaspari Nutrition	Key Benefits Strength benefits Increase muscle volume and power Delivers vital nutrients and essential minerals to skeletal muscle 	http://www.nutritionwarehouse.com.au/product.php?productid=1148	http://www.nutritionwarehouse.com.au/images/T/sizeonmaxperformance.jpg	out of stock	79.95	new	SizeOn Maximum Performance by Gaspari Nutrition	1148	Gaspari Nutrition	http://www.nutritionwarehouse.com.au/images/P/sizeonmaxperformance.jpg	FALSE
Creatine Supplements	127716	Gaspari Nutrition		127716	SizeOn Pre-Contest by Gaspari Nutrition	Key Benefits Strength benefits Increase muscle volume and power Delivers vital nutrients and essential minerals to skeletal muscle 	http://www.nutritionwarehouse.com.au/product.php?productid=1149	http://www.nutritionwarehouse.com.au/images/T/sizeon_precontest_large.jpeg	out of stock	59.95	new	SizeOn Pre-Contest by Gaspari Nutrition	1149	Gaspari Nutrition	http://www.nutritionwarehouse.com.au/images/P/sizeon_precontest_large.jpeg	FALSE
Tanning Products	131831	sun.TAN.on		131831	Extreme Competition Colour by sunTANon - Tanning Product	Key Benefits Contains no acetate, which can be damaging to the skin Is oil free, and fades naturally after use like a real tan Can also be used in spraying equipment Supplied with Complimentary Foam Brush Made in Australia in a T.G.A. Registered Facility 	http://www.nutritionwarehouse.com.au/product.php?productid=1153	http://www.nutritionwarehouse.com.au/images/T/tan.jpg	in stock	34.95	new	Extreme Competition Colour by sunTANon - Tanning Product	1153	sun.TAN.on	http://www.nutritionwarehouse.com.au/images/P/tan.jpg	FALSE
General Health & Vitamins	127270	Natures Own 		127270	Travel Well by Natures Own	Travel well helps manage motion sickness and has been shown to be an effective natural alternative to other motion sickness medications for travellers. Ginger helps to relieve symptoms such as nausea and vomiting associated with seasickness. Ginger was traditionally used in Chinese herbal medicine for relieving nausea and vomiting. In addition, ginger helps to relieve abdominal and intestinal cramps, stimulates digestion and helps maintain healthy digestion function.	http://www.nutritionwarehouse.com.au/product.php?productid=1170	http://www.nutritionwarehouse.com.au/images/T/travel%20well.jpg	out of stock	13.95	new	Travel Well by Natures Own	1170	Natures Own 	http://www.nutritionwarehouse.com.au/images/P/travel%20well.jpg	FALSE
Protein Powders	129673	Designer Physique		129673	Lean Boost by Designer Physique	Key Benefits Pure HPLC tested Nothing added No added sugar or sweeteners Premium quality &nbsp;	http://www.nutritionwarehouse.com.au/product.php?productid=1171	http://www.nutritionwarehouse.com.au/images/T/lean-boost.jpg	in stock	24.95	new	Lean Boost by Designer Physique	1171	Designer Physique	http://www.nutritionwarehouse.com.au/images/P/lean-boost.jpg	FALSE
Bodybuilding Supplements	127796	Nutrex Research		127796	T-UP Black by Nutrex Research Underground	T-UP Black Increases your testosterone by up to 50% in just 12 days T-UP&rsquo;s Sodium D-Aspartic Acid is proven to work in human studies Experience significant muscle gains, strength increases and enhanced recovery Ideal for PCT use due to its ability to quickly raise endogenous testosterone Where UNDERGROUND and science collide 	http://www.nutritionwarehouse.com.au/product.php?productid=1173	http://www.nutritionwarehouse.com.au/images/T/t%20up.JPG	out of stock	79.95	new	T-UP Black by Nutrex Research Underground	1173	Nutrex Research	http://www.nutritionwarehouse.com.au/images/P/t%20up.JPG	FALSE
Creatine Supplements	127761	International Protein		127761	Kre-Alkalyn by International Protein	 Key Benefits No puffy bloating No muscle and intestinal cramping No loading phase No cycling on and off required &nbsp;	http://www.nutritionwarehouse.com.au/product.php?productid=1179	http://www.nutritionwarehouse.com.au/images/T/IP%20krealkayn.JPG	in stock	34.95	new	Kre-Alkalyn by International Protein	1179	International Protein	http://www.nutritionwarehouse.com.au/images/P/IP%20krealkayn.JPG	FALSE
Joint Care	119323573002723	Caruso's Natural Health (Totally Natural Products)		119323573002723	Exit Pain by Totally Natural Products	Key Benefits&nbsp; Relief of: Joint pain&nbsp; Joint swelling&nbsp; Joint immobility&nbsp; 	http://www.nutritionwarehouse.com.au/product.php?productid=1183	http://www.nutritionwarehouse.com.au/images/T/exit-pain-60-tablets.jpg	out of stock	29.95	new	Exit Pain by Totally Natural Products	1183	Caruso's Natural Health (Totally Natural Products)	http://www.nutritionwarehouse.com.au/images/P/exit-pain-60-tablets.jpg	FALSE
General Health & Vitamins	127502	Caruso's Natural Health (Totally Natural Products)		127502	ProstateEZE 5000 by Totally Natural Products	Key Benefits&nbsp; &nbsp;Getting up frequently at night to go to the toilet &nbsp;Trouble getting your urine flow to start &nbsp;Needing to go so urgently, you can&rsquo;t wait 	http://www.nutritionwarehouse.com.au/product.php?productid=1184	http://www.nutritionwarehouse.com.au/images/T/prostateeze.jpg	out of stock	41.95	new	ProstateEZE 5000 by Totally Natural Products	1184	Caruso's Natural Health (Totally Natural Products)	http://www.nutritionwarehouse.com.au/images/P/prostateeze.jpg	FALSE
Fibre	127503	Caruso's Natural Health (Totally Natural Products)		127503	Quick Fibre Plus by Totally Natural Poducts	Key Benefits&nbsp; Insoluble &amp; Soluble Fibres The Ultimate Colon Cleansers High Fibre, High Energy Nutritional Food 	http://www.nutritionwarehouse.com.au/product.php?productid=1185	http://www.nutritionwarehouse.com.au/images/T/th_QUICK_FIBRE_NATURAL_RGB.jpg	out of stock	19.95	new	Quick Fibre Plus by Totally Natural Poducts	1185	Caruso's Natural Health (Totally Natural Products)	http://www.nutritionwarehouse.com.au/images/P/th_QUICK_FIBRE_NATURAL_RGB.jpg	FALSE
Detox	127506	Caruso's Natural Health (Totally Natural Products)		127506	IBS Remedy by Totally Natural Products	Key Benefits&nbsp; Regulating healthy bowel movements Relieve intestinal spasms Maintaining healthy digestive function 	http://www.nutritionwarehouse.com.au/product.php?productid=1188	http://www.nutritionwarehouse.com.au/images/T/quick-cleanse-ibs-clear.jpg	out of stock	19.95	new	IBS Remedy by Totally Natural Products	1188	Caruso's Natural Health (Totally Natural Products)	http://www.nutritionwarehouse.com.au/images/P/quick-cleanse-ibs-clear.jpg	FALSE
Omega 3, 6 or 9 - Essential Fatty Acids	127766	Ethical Nutrients		127766	Ethical Nutrients Hi-Strength Liquid Fish Oil 	Key Benefits Concentrated Omega-3 triglycerides (fish 4.6g) Equiv. Eicosapentaenoic acid (EPA 1.9 g) Equiv. Docosahexaenoic acid (DHA 927 mg) 	http://www.nutritionwarehouse.com.au/product.php?productid=1191	http://www.nutritionwarehouse.com.au/images/T/fish%20oil.jpg	in stock	49.95	new	Ethical Nutrients Hi-Strength Liquid Fish Oil 	1191	Ethical Nutrients	http://www.nutritionwarehouse.com.au/images/P/fish%20oil.jpg	FALSE
Detox	125189	Caruso's Natural Health (Totally Natural Products)		125189	7 Day Detox by Totally Natural Products	Key Benefits&nbsp; Detox 27 specially selected herbs 3 strains of Probiotics 	http://www.nutritionwarehouse.com.au/product.php?productid=1195	http://www.nutritionwarehouse.com.au/images/T/th_635181866154803764_QUICK_CLEANSE_7_DAY_DETOX_RGB.jpg	out of stock	39.95	new	7 Day Detox by Totally Natural Products	1195	Caruso's Natural Health (Totally Natural Products)	http://www.nutritionwarehouse.com.au/images/P/th_635181866154803764_QUICK_CLEANSE_7_DAY_DETOX_RGB.jpg	FALSE
Creatine Supplements	127689	Primaforce		127689	CreaForm by Primaforce	PrimaForce CreaForm contains high quality creatine monohydrate and is proven safe and effective through numerous research studies. Creatine Monohydrate is one of the most studied supplements and has been shown to cause dramatic increases in muscle size and strength. Creatine is bodybuilding&acute;s ultimate supplement, and for good reason. For one thing, creatine can significantly increase lean muscle mass in just two weeks. It is also responsible for improving performance in high-intensity exercise, increasing energy levels, and speeding up recovery rates. 	http://www.nutritionwarehouse.com.au/product.php?productid=1196	http://www.nutritionwarehouse.com.au/images/T/creaform.jpg	out of stock	34.95	new	CreaForm by Primaforce	1196	Primaforce	http://www.nutritionwarehouse.com.au/images/P/creaform.jpg	FALSE
